,description,title
3316,"Lola is a 50-50 Cabernet Sauvignon/Syrah blend, smooth and supple, with a mix of purple berries, black cherry, cassis and smoke. The tannins finish a little green, and the Cab/Syrah combo seems to nullify the clear, varietal expression of either grape, but overall this is a well-crafted wine that could stand nicely alongside a hanger steak.",Two Vintners 2007 Lola Red Red (Columbia Valley (WA))
3317,"Teeters on the verge of complexity, with dry, spicy flavors of raspberries and cherries. Good Carneros acidity makes for a brisk mouthfeel. Should develop for a year or three in the bottle.",X 2009 Truchard Vineyard Pinot Noir (Carneros)
3318,"Minerally, dry and clean white wine made from 60% Xarello and 40% Chardonnay. The nose is peachy, while the palate is spritzy and bouncy, with short, slightly creamy apple, melon and papaya flavors that are true to Xarello. Finishes smooth but a little flat.",Albet I Noya 2009 Petit Albet White (Penedès)
3319,"Avignonesi takes a traditionalists' approach to most of its wines, including this ruby-colored Rosso di Montepulciano. Slightly muddled aromas of cherry and dried raspberry mingle with tobacco, leather and spice.",Avignonesi 2008  Rosso di Montepulciano
3320,"Here's a fresh and lively unoaked Chard that's perfect for lighter fare like tabouleh salad or grilled chicken. Green apple and citrus mingle with a hint of lemon custard on the nose, while the medium-weight mouth offers more green plum and white nectarine flavors. Flavorful and refreshing; drink now.",Binyamina 2009 Reserve Unoaked Kosher Chardonnay (Judean Hills)
3321,"A snappy, high-acid wine that pulses with red fruit aromas and flavors. It's sheering, which is normal for the Graciano variety, but it also tastes nice while delivering a bolt of raspberry and red plum flavor. Oak comes up late, providing a counterweight of vanilla and dry spice. Nice but like all varietal Gracianos, it's sharp and limited.",Valserrano 2004  Rioja
3322,"A plump, nicely concentrated Sauvignon Blanc, the 2009 Mount Beautiful doesn't have the most intense aromatics, but is holding on to its weighty melon and fig flavors and lingering citrus finish. Drink up.",Mt. Beautiful 2009 Sauvignon Blanc (Canterbury)
3323,"Sangiovese is enhanced by small percentages of Malvasia Nera and Colorino to deliver a plush, plump and satisfying Morellino from southern Tuscany. There's a nice feeling of informality here that makes this wine perfect for easy meals with family and friends.",Poggio Nardone 2008  Morellino di Scansano
3324,"At first taste, the tannins dominate. Then fresher fruit shows through. The wine is firmly dry, the texture linear, the fruit showing some black currant character.",Château Ramafort 2008  Médoc
3325,"Slightly more concentrated than other Marlborough Pinots in this price range, the 2008 Mana displays modest cherry fruit and an array of savory elements, including game, brine and peppery spice. It's a bit rough around the edges, yet in a charming sort of way. Drink now–2012.",Mana 2008 Pinot Noir (Marlborough)
3326,"Acidity marks this fresh, young Pinot Noir. It's as if the raspberry and cherry wine has been enlivened with a splash or three of lime juice. This primary fruit tartness may be because the wine was bottled and rushed to market too early. Don't drink it now. Give it a year or two to integrate.",Drew 2009 Morning Dew Vineyard Pinot Noir (Anderson Valley)
3327,"Clove and dark Indian spice is the protagonist here and background aromas of cherry and moist earth play supporting roles. The wine is smooth and soft in the mouth with a bright, zesty close.",Giuliano Tiberi 2007 Le Vespe Sangiovese (Toscana)
3328,"Made from an unknown blend of grapes, this nonvintage red is good, dry and versatile. It has juicy flavors of blackberries and pepper, with some extra layers of depth that make it a good value for a restaurant by-the-glass wine.",Greater Purpose NV White Label Red (Dry Creek Valley)
3329,"Maybe it's the Viura, becuase this $9 wine seems cleaner, rounder and slightly better than the winery's higher-priced pure Verdejos. Look for generic but fresh peach and citrus aromas and then lip-smacking citrus flavors. Finishes composed and clean, with lasting grapefruit flavor. 60% Verdejo and 40% Viura.",Reina de Castilla 2009 Isabelino Verdejo-Viura (Rueda)
3330,"This is a classic interpretation of Chianti Classico with bright aromas of small berry fruit, raspberry and blue flower. But there's also a modern touch as well that comes off aromatically as spice and new leather.",Rocca delle Macìe 2007  Chianti Classico
3331,"This wine is missing great depth of flavor. It has bright acidity and hints of peach fruit flavors, but remains dull.",Joseph Drouhin 2012  Pouilly-Fuissé
3332,"There's pineapple and sharp dill on the nose of this wine from a Gilroy-based producer. Once sipped, apple cider and a tinge of petrol flavors emerge.",Vino Vargas 2013 Olé Chardonnay (Central Coast)
3333,"This is a generous, rounded and very perfumed wine. Candy and bubble gum flavors give sweetness that contrasts with the acidity.",Demessey 2012 Château de Messey Les Crets  (Mâcon-Chardonnay)
3334,"Faithful to its label, this zero-degree residual-sugar Riesling is stark, steely and intensely dry. Bracing lemon acidity and tart green-apple flavors lend a tight, unyielding feel to the palate, but it's a refreshing accompaniment to creamy pasta or chicken dishes. Drink now.",Four Degrees of Riesling 2012 0 Degree Dry Riesling (Seneca Lake)
3335,"The wine is tight, green and herbal. It has some fruitiness, but that is suppressed by general underripeness. The tannins are hard at the end.",Joseph Drouhin 2011  Chorey-lès-Beaune
3336,"Dusty mineral and earth tones lend a savory feel to delicate cherry and red-plum flavors in this pale pink rosé. Bright, fresh raspberry-lemonade acidity bristles on the palate.",Knapp 2013 Dry Rosé (Finger Lakes)
3337,"Funky aromas of farmyard, tire rubber and fetid flowers waft from the glass of this Nero d'Avola. The muddled palate offers stewed prune, overripe black plum and oaky vanilla alongside bitter, green sensations of old sage. Panebianco, Vinity.",Armosa 2008 Curma Nero d'Avola (Sicilia)
3338,"Aromas of pressed apple and pear are savory and earthy on this brisk, medium-bodied Grüner Veltliner. There's a dusty minerality that lingers through the midpalate, but the finish is bright and lemony.",Fulkerson 2012 William Vigne Grüner Veltliner (Seneca Lake)
3339,"Pleasant and fruity to sip, soft in texture, light- to medium bodied, it has a rich yellow-gold color, butter-candy aromas, ripe apple flavors and a slightly sweet finish.",Stomping Ground 2012 Chardonnay (California)
3340,"This blend of 70% Grenache and 30% Syrah is a chunky, slightly rustic style of Côtes-du-Rhône. It starts off with tar and herb aromas, then turns plummy and chocolaty on the palate. Drink now–2017.",L. Tramier & Fils 2012 Linteau Red (Côtes du Rhône)
3341,"Peach and apple aromas are fruity but not precise or minerally. This has peachy acidity but a wide, unfocused palate. Flavors of peach and nectarine are tasty but lack the crispness that Albariño is known for.",Lo Nuevo 2012 Covello Albariño (Rías Baixas)
3342,"This tight wine has red fruit acidity without the richness. With its green edge, it's likely to remain full of acidity even as it matures.",Pierre André 2011  Ladoix
3343,"Made of Kinali Yapincak, a grape native to Turkey, this deep-straw colored wine does not give up much on the nose beyond a touch of apricot and just-washed cotton sheets. It does not seem wholly integrated on the palate, with chewy tannins overpowering flavors of melon, toast and white flower.",Suvla 2012 Kinali Yapincak (Thrace)
3344,Pressed apple notes are touched with butter and creamed corn on this savory-style Chardonnay. It's rich and full on the palate with a satisfying silkiness that's brightened with lemony acidity.,Swedish Hill 2012 Reserve Chardonnay (Finger Lakes)
3345,"The green fruit flavors dominate this very fresh, crisp wine. It has acidity as much as fruitiness, giving a steely, tight character. Drink now.",Chanson Père et Fils 2012  Viré-Clessé
3346,Mild aromas of apple and generic white fruits are friendly enough. This has a monotone citrusy mouthfeel and flavors of tangerine and grapefruit. A bit of stalky corn and hay flavor rises up on the finish.,Coto de Hayas 2013 Chardonnay (Campo de Borja)
3347,"A firm wine that is mainly tannin without a great fruit element. It is dry, tight and hard-edged.",Demessey 2011 Les Hâtes  (Santenay)
3348,"Tropical in character, this wine has soft acidity and an attractive texture. With ripe mango flavor, it's full in the mouth and ready to drink.",Jean-Marie Challand 2012 Vieilles Vignes  (Viré-Clessé)
3349,"Burnt caramel aromas give a wine that has weight, sweetness and packs in the vanilla. It misses out on real fruitiness, giving weight rather than freshness.",Domaine Sophie Cinier 2012  Mâcon-Fuissé
3350,"Complicated, at times confusingly dank aromas of mushrooms, hops, dill and other wet herbs emerge from this bottling. Those atypical varietal characters find their way onto the palate as well, with olive and stewed mushrooms leading the way.",Fazeli Cellars 2009 Khayyam Cabernet Sauvignon (Temecula Valley)
3351,"Lush and tropical with rich, ripe streaks of pineapple and mango, this medium-sweet Riesling is unabashedly forward and fruity, but hints of earth and dust on the midpalate lend a dark tone. Light on its feet, with a lemony finish.",Four Degrees of Riesling 2012 2nd Degree Medium Sweet Riesling (Finger Lakes)
3352,"Tight, acidic and very crisp, it's propelled forward by lemon zest and grapefruit flavors. It is bright, fruity and light in texture.",Pierre André 2012  Saint-Véran
3353,"This soft, open wine has a light fruit character with attractive acidity and a crisp aftertaste. Drink now.",Jean-Marie Challand 2012 Les Tilles  (Mâcon-Villages)
3354,"A vegetal wine that has acidity and rhubarb flavors. It is tight and full of acidity, with a very citrusy aftertaste. Drink now.",Joseph Burrier 2012 Château de Beauregard  (Saint-Véran)
3355,"While pulpy and ripe on the nose with aromas of blackberry and cherry compote, this Cabernet Franc runs towards the savory side on the palate. Bold in body and alcohol, it's rich with red fruit, but has a musty, earthen tone that persists through the finish.",King's Garden Vineyards 2010 Cabernet Franc (Finger Lakes)
3356,"Dusty in tannins and planky in wood, this chewy red blends Cabernet Sauvignon, Syrah, Merlot and Malbec into a mouthful of black olive, black currant and leather.",Laird 2011 Jillian's Blend Red (Napa Valley)
3357,"Scents of fresh red cherries and bramble wood entice on the nose of this aromatic, spice-toned Cabernet Sauvignon. The palate, while crisp with cranberry acidity, is a bit subdued with subtle red-fruit flavor and a finish that wraps up short and tight.",McGregor 2010 Reserve Cabernet Sauvignon (Finger Lakes)
3358,"Raisiny, pruny aromas are all that register on this rubbery, jammy Garnacha. Flavors of sweet plum, raspberry and raisin are chunky, while the finish is raisiny in flavor and rubbery in feel.",Bodegas Valdemar 2010 Conde de Valdemar Old Vines  (Rioja)
